Webinar ID,Title,Interest Rating,Last Name,First Name,Phone Number,Email Address,Engagement Type,Engagement Count(Per Person),Date Asked,Time Asked,Date Answered,Time Answered,Question Asked,Answer Given,Attended,Join Time - Leave Time (Time in Session),Time In Session,Day,Date,Actual Duration
706213083,Mental Health Careers HPC Session,81,Student-2,Student-2,Student-2,Student-2,Survey,5,n/a,n/a,09/17/2020,02:08:35 PM PDT,What suggestions do you have for making the virtual HPC session better?,"Nope, worked perfectly !",Yes,"09/17/2020 12:59 PM PDT - 09/17/2020 01:07 PM PDT (9 minutes),09/17/2020 01:15 PM PDT - 09/17/2020 02:02 PM PDT (47 minutes)",56 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-2,Student-2,Student-2,Student-2,Survey,6,n/a,n/a,09/17/2020,02:08:35 PM PDT,Please share what you learned from this session.,"I learned that depending on the career, it can take a long time to practice and perfect, like psychiatry. It also broadened some concepts that I already knew generally about psychology.",Yes,"09/17/2020 12:59 PM PDT - 09/17/2020 01:07 PM PDT (9 minutes),09/17/2020 01:15 PM PDT - 09/17/2020 02:02 PM PDT (47 minutes)",56 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-2,Student-2,Student-2,Student-2,Survey,7,n/a,n/a,09/17/2020,02:08:35 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,8,Yes,"09/17/2020 12:59 PM PDT - 09/17/2020 01:07 PM PDT (9 minutes),09/17/2020 01:15 PM PDT - 09/17/2020 02:02 PM PDT (47 minutes)",56 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-2,Student-2,Student-2,Student-2,Survey,8,n/a,n/a,09/17/2020,02:08:35 PM PDT,What school do you attend?,Eleanor Roosevelt High School,Yes,"09/17/2020 12:59 PM PDT - 09/17/2020 01:07 PM PDT (9 minutes),09/17/2020 01:15 PM PDT - 09/17/2020 02:02 PM PDT (47 minutes)",56 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-3,Student-3,Student-3,Student-3,Poll,1,n/a,n/a,09/17/2020,02:00:28 PM PDT,How informed are you about careers in Mental Health? (Post),Very Uninformed,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-3,Student-3,Student-3,Student-3,Poll,2,n/a,n/a,09/17/2020,01:54:39 PM PDT,Which of the following careers in Behavioral Health interests you most?,"Clinical Therapist (MFT, LCSW, PCC)",Yes,09/17/2020 01:04 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-3,Student-3,Student-3,Student-3,Poll,3,n/a,n/a,09/17/2020,01:10:35 PM PDT,How interested are you in pursuing a career in mental health?,Somewhat interested,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-3,Student-3,Student-3,Student-3,Poll,4,n/a,n/a,09/17/2020,02:00:50 PM PDT,How interested are you in pursuing a career in Mental Health (Post),Somewhat Interested,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Poll,1,n/a,n/a,09/17/2020,02:00:28 PM PDT,How informed are you about careers in Mental Health? (Post),Somewhat Informed,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Poll,2,n/a,n/a,09/17/2020,01:08:52 PM PDT,How informed are you about careers in Mental Health?,Somewhat informed,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Poll,3,n/a,n/a,09/17/2020,02:00:50 PM PDT,How interested are you in pursuing a career in Mental Health (Post),Somewhat Interested,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Survey,4,n/a,n/a,09/17/2020,02:04:05 PM PDT,What did you learn from this session?,I learned something new but I am not sure how it applies to me.,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Survey,5,n/a,n/a,09/17/2020,02:04:05 PM PDT,What suggestions do you have for making the virtual HPC session better?,I enjoyed taking the surverys/polls. Perhaps you could improve by having more of those throughout more of the session.,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Survey,6,n/a,n/a,09/17/2020,02:04:05 PM PDT,Please share what you learned from this session.,I learned the difference between a behavioral problem and a behavioral disorder and also what it takes to work in one of these professions.,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Survey,7,n/a,n/a,09/17/2020,02:04:05 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,6,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-4,Student-4,Student-4,Student-4,Survey,8,n/a,n/a,09/17/2020,02:04:05 PM PDT,What school do you attend?,Corona High School,Yes,09/17/2020 01:03 PM PDT - 09/17/2020 02:02 PM PDT (59 minutes),59 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Poll,1,n/a,n/a,09/17/2020,02:00:28 PM PDT,How informed are you about careers in Mental Health? (Post),Very Informed,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Poll,2,n/a,n/a,09/17/2020,01:54:39 PM PDT,Which of the following careers in Behavioral Health interests you most?,"Clinical Therapist (MFT, LCSW, PCC)",Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Poll,3,n/a,n/a,09/17/2020,01:10:35 PM PDT,How interested are you in pursuing a career in mental health?,Very interested,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Poll,4,n/a,n/a,09/17/2020,01:08:52 PM PDT,How informed are you about careers in Mental Health?,Somewhat uninformed,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Poll,5,n/a,n/a,09/17/2020,02:00:51 PM PDT,How interested are you in pursuing a career in Mental Health (Post),Very Interested,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Survey,6,n/a,n/a,09/17/2020,02:05:26 PM PDT,What did you learn from this session?,I learned something new that is useful to me.,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Survey,7,n/a,n/a,09/17/2020,02:05:26 PM PDT,What suggestions do you have for making the virtual HPC session better?,I believe this meeting was great and very informative.,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Survey,8,n/a,n/a,09/17/2020,02:05:26 PM PDT,Please share what you learned from this session.,I learned that there is a difference between having a Behavioral Health Disorder and having a Behavioral Health Problem.,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Survey,9,n/a,n/a,09/17/2020,02:05:26 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,10,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,97,Student-5,Student-5,Student-5,Student-5,Survey,10,n/a,n/a,09/17/2020,02:05:26 PM PDT,What school do you attend?,Cajon High School,Yes,09/17/2020 12:50 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 12 minutes),1 hour 12 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-6,Student-6,Student-6,Student-6,Survey,1,n/a,n/a,09/17/2020,01:59:21 PM PDT,What did you learn from this session?,I learned something new but I am not sure how it applies to me.,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 01:58 PM PDT (1 hour 4 minutes),1 hour 4 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-6,Student-6,Student-6,Student-6,Survey,2,n/a,n/a,09/17/2020,01:59:21 PM PDT,What suggestions do you have for making the virtual HPC session better?,im unsure,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 01:58 PM PDT (1 hour 4 minutes),1 hour 4 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-6,Student-6,Student-6,Student-6,Survey,3,n/a,n/a,09/17/2020,01:59:21 PM PDT,Please share what you learned from this session.,The steps to become a psychologist,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 01:58 PM PDT (1 hour 4 minutes),1 hour 4 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-6,Student-6,Student-6,Student-6,Survey,4,n/a,n/a,09/17/2020,01:59:21 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,5,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 01:58 PM PDT (1 hour 4 minutes),1 hour 4 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-6,Student-6,Student-6,Student-6,Survey,5,n/a,n/a,09/17/2020,01:59:21 PM PDT,What school do you attend?,Cajon high school,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 01:58 PM PDT (1 hour 4 minutes),1 hour 4 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-7,Student-7,Student-7,Student-7,Poll,1,n/a,n/a,09/17/2020,02:00:50 PM PDT,How interested are you in pursuing a career in Mental Health (Post),Very Interested,Yes,09/17/2020 01:25 PM PDT - 09/17/2020 02:02 PM PDT (37 minutes),37 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-7,Student-7,Student-7,Student-7,Survey,2,n/a,n/a,09/17/2020,02:02:56 PM PDT,What did you learn from this session?,null,Yes,09/17/2020 01:25 PM PDT - 09/17/2020 02:02 PM PDT (37 minutes),37 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-7,Student-7,Student-7,Student-7,Survey,3,n/a,n/a,09/17/2020,02:02:56 PM PDT,What suggestions do you have for making the virtual HPC session better?,,Yes,09/17/2020 01:25 PM PDT - 09/17/2020 02:02 PM PDT (37 minutes),37 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-7,Student-7,Student-7,Student-7,Survey,4,n/a,n/a,09/17/2020,02:02:56 PM PDT,Please share what you learned from this session.,,Yes,09/17/2020 01:25 PM PDT - 09/17/2020 02:02 PM PDT (37 minutes),37 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-7,Student-7,Student-7,Student-7,Survey,5,n/a,n/a,09/17/2020,02:02:56 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,null,Yes,09/17/2020 01:25 PM PDT - 09/17/2020 02:02 PM PDT (37 minutes),37 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,81,Student-7,Student-7,Student-7,Student-7,Survey,6,n/a,n/a,09/17/2020,02:02:56 PM PDT,What school do you attend?,,Yes,09/17/2020 01:25 PM PDT - 09/17/2020 02:02 PM PDT (37 minutes),37 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,87,Student-8,Student-8,Student-8,Student-8,Survey,1,n/a,n/a,09/17/2020,02:32:24 PM PDT,What did you learn from this session?,I learned something new that is useful to me.,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 7 minutes),1 hour 7 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,87,Student-8,Student-8,Student-8,Student-8,Survey,2,n/a,n/a,09/17/2020,02:32:24 PM PDT,What suggestions do you have for making the virtual HPC session better?,Really good presentation overall,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 7 minutes),1 hour 7 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,87,Student-8,Student-8,Student-8,Student-8,Survey,3,n/a,n/a,09/17/2020,02:32:24 PM PDT,Please share what you learned from this session.,I learned how important maintaining a good mental health is especially in our current times,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 7 minutes),1 hour 7 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,87,Student-8,Student-8,Student-8,Student-8,Survey,4,n/a,n/a,09/17/2020,02:32:24 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,10,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 7 minutes),1 hour 7 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,87,Student-8,Student-8,Student-8,Student-8,Survey,5,n/a,n/a,09/17/2020,02:32:24 PM PDT,What school do you attend?,Corona High School,Yes,09/17/2020 12:55 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 7 minutes),1 hour 7 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Poll,1,n/a,n/a,09/17/2020,02:00:28 PM PDT,How informed are you about careers in Mental Health? (Post),Very Informed,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Poll,2,n/a,n/a,09/17/2020,01:54:39 PM PDT,Which of the following careers in Behavioral Health interests you most?,"Community Advocate (Peer Support, Behavioral H. Specialist)",Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Poll,3,n/a,n/a,09/17/2020,01:10:35 PM PDT,How interested are you in pursuing a career in mental health?,Very interested,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Poll,4,n/a,n/a,09/17/2020,01:08:52 PM PDT,How informed are you about careers in Mental Health?,Somewhat informed,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Poll,5,n/a,n/a,09/17/2020,02:00:50 PM PDT,How interested are you in pursuing a career in Mental Health (Post),Very Interested,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Survey,6,n/a,n/a,09/17/2020,02:06:04 PM PDT,What did you learn from this session?,I learned something new that is useful to me.,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Survey,7,n/a,n/a,09/17/2020,02:06:04 PM PDT,What suggestions do you have for making the virtual HPC session better?,"It would be more convenient if we were to interact with the speaker and have them read the chat while the presentation is going on rather than waiting until the end, but in doing this, it'd probably take up more time. I don't know about other students, but I wouldn't mind being in the meeting for a little longer.",Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Survey,8,n/a,n/a,09/17/2020,02:06:04 PM PDT,Please share what you learned from this session.,I learned the steps you need to take to become a psychologist or psychiatrist.,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Survey,9,n/a,n/a,09/17/2020,02:06:04 PM PDT,How likely is it that you would recommend the Health Professions Conference session to a friend?,10,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,96,Student-9,Student-9,Student-9,Student-9,Survey,10,n/a,n/a,09/17/2020,02:06:04 PM PDT,What school do you attend?,Cajon High School,Yes,09/17/2020 12:59 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 3 minutes),1 hour 3 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-10,Student-10,Student-10,Student-10,Poll,5,n/a,n/a,09/17/2020,01:10:35 PM PDT,How interested are you in pursuing a career in mental health?,Very interested,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 01:19 PM PDT (15 minutes),15 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-10,Student-10,Student-10,Student-10,Poll,6,n/a,n/a,09/17/2020,01:08:52 PM PDT,How informed are you about careers in Mental Health?,Somewhat informed,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 01:19 PM PDT (15 minutes),15 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-10,Student-10,Student-10,Student-10,Survey,7,n/a,n/a,09/17/2020,01:26:59 PM PDT,What did you learn from this session?,I learned something new that is useful to me.,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 01:19 PM PDT (15 minutes),15 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-10,Student-10,Student-10,Student-10,Survey,8,n/a,n/a,09/17/2020,01:26:59 PM PDT,What suggestions do you have for making the virtual HPC session better?,I didn't know if my camera was on or not or how to use the website the people were using.,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 01:19 PM PDT (15 minutes),15 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,86,Student-10,Student-10,Student-10,Student-10,Survey,9,n/a,n/a,09/17/2020,01:26:59 PM PDT,Please share what you learned from this session.,I learned the different ways people used to try and figure out peoples behaviors.,Yes,09/17/2020 01:04 PM PDT - 09/17/2020 01:19 PM PDT (15 minutes),15 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-11,Student-11,Student-11,Student-11,Q&A,1,09/17/2020,01:09:21 PM PDT,09/17/2020,01:10:34 PM PDT,Behavioral health might involve case studies and treatment,Absolutly! Great answer.,Yes,09/17/2020 12:58 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 5 minutes),1 hour 5 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-11,Student-11,Student-11,Student-11,Q&A,2,09/17/2020,01:35:28 PM PDT,,,Being a part of clubs that advocate and inform others on mental health,,Yes,09/17/2020 12:58 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 5 minutes),1 hour 5 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-11,Student-11,Student-11,Student-11,Q&A,3,09/17/2020,01:36:39 PM PDT,09/17/2020,01:37:53 PM PDT,Being a part of clubs that advocate and inform others on mental health?,"Thank you, we recorded your answer. Apologies for the confusion.",Yes,09/17/2020 12:58 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 5 minutes),1 hour 5 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-11,Student-11,Student-11,Student-11,Q&A,4,09/17/2020,01:54:54 PM PDT,,,will the internship/trainee program be done online?,,Yes,09/17/2020 12:58 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 5 minutes),1 hour 5 minutes,Thu,09/17/2020,1 hour 31 minutes
706213083,Mental Health Careers HPC Session,93,Student-11,Student-11,Student-11,Student-11,Q&A,5,09/17/2020,01:58:31 PM PDT,,,"Also, can high schoolers apply? because it says name of university in the GIFT application",,Yes,09/17/2020 12:58 PM PDT - 09/17/2020 02:02 PM PDT (1 hour 5 minutes),1 hour 5 minutes,Thu,09/17/2020,1 hour 31 minutes
